Repeat_Unit,smiles,Tg
50-40-5-5,C=CCC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CCC[C@H](C[C@H](CC=CCC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](CC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,255.55
5-65-10-20,C=C[C@@H](C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCCC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)CC=CCCC=CCC[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)CC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,230.97
10-60-10-20,C=C[C@H](CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCCC=CC[C@@H](CCC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CC[C@@H](CCC=CCCC=CCC[C@H](C=C)C[C@H](C=C)CC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CCCC=CCCC=CCCC=CCCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,231.72
15-55-10-20,C=CCCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CCCC=CCC[C@H](CC=CCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCC[C@H](CC=CCC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,237.93
20-50-10-20,C=C[C@H](CC=CCCC=CCC[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)C[C@H](C=C)CC=CC[C@@H](CCC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)CC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CC[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CC[C@H](CC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,241.4
25-45-10-20,C=CCCCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCC[C@H](CC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,243.81
30-40-10-20,C=CCCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CCCC=CCCC=CCCC=CCCC=CC[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,244.36
35-35-10-20,C=C[C@H](CC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](C[C@H](CC=CCC[C@H](CC=CCCC=CCC[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,245.47
40-30-10-20,C=CCCC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CCC[C@H](CC=CCC[C@H](C[C@H](CC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CCCC=CCC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](CC=CCCC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,247.72
45-25-10-20,C=C[C@H](CC=CCC[C@H](C=C)[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CCC=CCC[C@H](C=C)CC=CC[C@@H](C[C@@H](CC[C@H](C=C)CC=CC[C@@H](CCC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CCC=CCC[C@H](C=C)CC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CCCC=CC[C@@H](C[C@@H](CC[C@H](C=C)CC=CC[C@@H](CC[C@H](C=C)[C@@H](CC[C@H](C=C)CC=CCCC=CCCC=CC[C@@H](C[C@@H](CCC=CCC[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CCCC[C]1[CH][CH][CH][CH][CH]1,250.13
50-20-10-20,C=C[C@H](CC=CC[C@@H](CCC=CC[C@@H](CCC=CC[C@@H](C[C@@H](CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CCCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)CCC=CCCC=CCC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CCC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CCCC=CCC[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,250.33
5-75-15-5,C=C[C@H](CC=CC)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,233.73
10-70-15-5,C=C[C@H](CC=CC[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](C[C@H](CC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,234.13
15-65-15-5,C=CCCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,243.61
20-60-15-5,C=CCC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](CC=CCCC=CCCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,246.42
